id_factura,id_estudiante,residencia,concepto,importe,fecha_emision,fecha_vencimiento,estado,fecha_pago_real
FAC-2025-003023,EST-0023,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003024,EST-0024,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003025,EST-0025,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003026,EST-0026,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003027,EST-0027,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003028,EST-0028,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003029,EST-0029,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003030,EST-0030,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003031,EST-0031,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003032,EST-0032,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003033,EST-0033,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003034,EST-0034,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003035,EST-0035,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-16
FAC-2025-003036,EST-0036,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003037,EST-0037,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003038,EST-0038,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003039,EST-0039,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003040,EST-0040,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003041,EST-0041,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003042,EST-0042,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003043,EST-0043,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003044,EST-0044,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,vencida,
FAC-2025-003045,EST-0045,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003046,EST-0046,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003047,EST-0047,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003048,EST-0048,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003049,EST-0049,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003050,EST-0050,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003051,EST-0051,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003052,EST-0052,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003053,EST-0053,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003054,EST-0054,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003055,EST-0055,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003056,EST-0056,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003057,EST-0057,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003058,EST-0058,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003059,EST-0059,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003060,EST-0060,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003061,EST-0061,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003062,EST-0062,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003063,EST-0063,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003064,EST-0064,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003065,EST-0065,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003066,EST-0066,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003067,EST-0067,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003068,EST-0068,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003069,EST-0069,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003070,EST-0070,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003071,EST-0071,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003072,EST-0072,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003073,EST-0073,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003074,EST-0074,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003075,EST-0075,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003076,EST-0076,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003077,EST-0077,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003078,EST-0078,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003079,EST-0079,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003080,EST-0080,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003081,EST-0081,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003082,EST-0082,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003083,EST-0083,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,vencida,
FAC-2025-003084,EST-0084,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003085,EST-0085,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003086,EST-0086,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003087,EST-0087,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003088,EST-0088,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003089,EST-0089,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003090,EST-0090,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003091,EST-0091,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003092,EST-0092,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003093,EST-0093,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003094,EST-0094,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003095,EST-0095,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003096,EST-0096,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003097,EST-0097,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003098,EST-0098,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003099,EST-0099,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003100,EST-0100,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003101,EST-0101,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003102,EST-0102,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003103,EST-0103,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003104,EST-0104,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003105,EST-0105,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003106,EST-0106,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003107,EST-0107,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003108,EST-0108,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003109,EST-0109,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003110,EST-0110,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-05-31
FAC-2025-003111,EST-0111,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003112,EST-0112,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003113,EST-0113,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003114,EST-0114,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003115,EST-0115,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003116,EST-0116,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003117,EST-0117,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003118,EST-0118,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003119,EST-0119,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003120,EST-0120,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003121,EST-0121,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003122,EST-0122,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003123,EST-0123,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003124,EST-0124,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003125,EST-0125,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003126,EST-0126,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003127,EST-0127,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003128,EST-0128,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003129,EST-0129,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003130,EST-0130,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003131,EST-0131,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003132,EST-0132,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003133,EST-0133,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003134,EST-0134,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003135,EST-0135,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003136,EST-0136,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003137,EST-0137,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003138,EST-0138,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003139,EST-0139,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003140,EST-0140,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003141,EST-0141,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003142,EST-0142,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003143,EST-0143,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003144,EST-0144,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003145,EST-0145,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003146,EST-0146,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003147,EST-0147,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003148,EST-0148,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003149,EST-0149,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003150,EST-0150,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003151,EST-0151,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003152,EST-0152,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003153,EST-0153,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003154,EST-0154,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-16
FAC-2025-003155,EST-0155,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003156,EST-0156,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003157,EST-0157,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003158,EST-0158,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003159,EST-0159,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003160,EST-0160,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003161,EST-0161,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003162,EST-0162,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003163,EST-0163,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003164,EST-0164,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003165,EST-0165,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003166,EST-0166,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003167,EST-0167,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003168,EST-0168,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003169,EST-0169,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003170,EST-0170,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003171,EST-0171,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003172,EST-0172,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003173,EST-0173,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003174,EST-0174,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003175,EST-0175,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003176,EST-0176,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003177,EST-0177,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003178,EST-0178,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003179,EST-0179,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003180,EST-0180,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003181,EST-0181,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003182,EST-0182,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003183,EST-0183,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003184,EST-0184,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003185,EST-0185,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003186,EST-0186,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003187,EST-0187,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003188,EST-0188,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003189,EST-0189,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003190,EST-0190,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003191,EST-0191,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003192,EST-0192,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003193,EST-0193,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003194,EST-0194,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-20
FAC-2025-003195,EST-0195,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003196,EST-0196,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003197,EST-0197,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003198,EST-0198,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-18
FAC-2025-003199,EST-0199,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003200,EST-0200,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003201,EST-0201,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003202,EST-0202,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003203,EST-0203,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003204,EST-0204,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003205,EST-0205,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003206,EST-0206,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003207,EST-0207,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003208,EST-0208,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003209,EST-0209,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003210,EST-0210,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003211,EST-0211,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003212,EST-0212,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003213,EST-0213,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003214,EST-0214,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003215,EST-0215,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003216,EST-0216,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003217,EST-0217,Residencia LowCost 17,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003218,EST-0218,Residencia LowCost 18,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-19
FAC-2025-003219,EST-0219,Residencia LowCost 19,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003220,EST-0220,Residencia LowCost 20,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003221,EST-0221,Residencia Sol,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-01
FAC-2025-003222,EST-0222,Residencia Nova,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003223,EST-0223,Residencia Elite,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003224,EST-0224,Residencia Royal,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003225,EST-0225,Residencia Zenith,Alquiler April 2025,1200.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003226,EST-0226,Residencia Standard 6,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003227,EST-0227,Residencia Standard 7,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003228,EST-0228,Residencia Standard 8,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-05
FAC-2025-003229,EST-0229,Residencia Standard 9,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003230,EST-0230,Residencia Standard 10,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003231,EST-0231,Residencia Standard 11,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003232,EST-0232,Residencia Standard 12,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003233,EST-0233,Residencia Standard 13,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-02
FAC-2025-003234,EST-0234,Residencia Standard 14,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-03
FAC-2025-003235,EST-0235,Residencia Standard 15,Alquiler April 2025,850.0,2025-04-01,2025-04-06,pagada,2025-04-04
FAC-2025-003236,EST-0236,Residencia LowCost 16,Alquiler April 2025,600.0,2025-04-01,2025-04-06,pagada,2025-04-05
